## @file 
# Early ALIGO (2015) ASD
5.1915716e+01 3.2630924e-23
5.2033390e+01 3.2490808e-23
5.2151331e+01 3.2351355e-23
5.2269540e+01 3.2212562e-23
5.2388016e+01 3.2074425e-23
5.2506761e+01 3.1936942e-23
5.2625775e+01 3.1800110e-23
5.2745059e+01 3.1663926e-23
5.2864613e+01 3.1528388e-23
5.2984439e+01 3.1393493e-23
5.3104535e+01 3.1259237e-23
5.3224904e+01 3.1125619e-23
5.3345546e+01 3.0992634e-23
5.3466462e+01 3.0860282e-23
5.3587651e+01 3.0728558e-23
5.3709115e+01 3.0597460e-23
5.3830855e+01 3.0466986e-23
5.3952870e+01 3.0337132e-23
5.4075162e+01 3.0207896e-23
5.4197731e+01 3.0079276e-23
5.4320578e+01 2.9951268e-23
5.4443703e+01 2.9823871e-23
5.4567108e+01 2.9697080e-23
5.4690792e+01 2.9570895e-23
5.4814757e+01 2.9445311e-23
5.4939002e+01 2.9320327e-23
5.5063529e+01 2.9195940e-23
5.5188339e+01 2.9072148e-23
5.5313431e+01 2.8948947e-23
5.5438807e+01 2.8826336e-23
5.5564467e+01 2.8704311e-23
5.5690412e+01 2.8582870e-23
5.5816642e+01 2.8462011e-23
5.5943158e+01 2.8341732e-23
5.6069962e+01 2.8222029e-23
5.6197052e+01 2.8102900e-23
5.6324431e+01 2.7984342e-23
5.6452098e+01 2.7866355e-23
5.6580055e+01 2.7748933e-23
5.6708302e+01 2.7632077e-23
5.6836840e+01 2.7515782e-23
5.6965668e+01 2.7400046e-23
5.7094789e+01 2.7284868e-23
5.7224203e+01 2.7170245e-23
5.7353910e+01 2.7056174e-23
5.7483911e+01 2.6942652e-23
5.7614206e+01 2.6829679e-23
5.7744797e+01 2.6717251e-23
5.7875684e+01 2.6605365e-23
5.8006867e+01 2.6494020e-23
5.8138348e+01 2.6383214e-23
5.8270127e+01 2.6272943e-23
5.8402205e+01 2.6163207e-23
5.8534582e+01 2.6054001e-23
5.8667259e+01 2.5945325e-23
5.8800237e+01 2.5837175e-23
5.8933516e+01 2.5729550e-23
5.9067097e+01 2.5622448e-23
5.9200981e+01 2.5515866e-23
5.9335169e+01 2.5409801e-23
5.9469660e+01 2.5304252e-23
5.9604457e+01 2.5199217e-23
5.9739559e+01 2.5094693e-23
5.9874967e+01 2.4990678e-23
6.0010683e+01 2.4887171e-23
6.0146705e+01 2.4784167e-23
6.0283037e+01 2.4681667e-23
6.0419677e+01 2.4579667e-23
6.0556627e+01 2.4478166e-23
6.0693887e+01 2.4377160e-23
6.0831458e+01 2.4276649e-23
6.0969342e+01 2.4176630e-23
6.1107537e+01 2.4077101e-23
6.1246046e+01 2.3978059e-23
6.1384869e+01 2.3879504e-23
6.1524007e+01 2.3781432e-23
6.1663460e+01 2.3683841e-23
6.1803229e+01 2.3586731e-23
6.1943315e+01 2.3490098e-23
6.2083718e+01 2.3393940e-23
6.2224440e+01 2.3298256e-23
6.2365481e+01 2.3203044e-23
6.2506841e+01 2.3108301e-23
6.2648522e+01 2.3014026e-23
6.2790524e+01 2.2920216e-23
6.2932847e+01 2.2826870e-23
6.3075494e+01 2.2733985e-23
6.3218463e+01 2.2641560e-23
6.3361757e+01 2.2549593e-23
6.3505376e+01 2.2458082e-23
6.3649320e+01 2.2367024e-23
6.3793590e+01 2.2276419e-23
6.3938187e+01 2.2186263e-23
6.4083113e+01 2.2096556e-23
6.4228366e+01 2.2007294e-23
6.4373949e+01 2.1918478e-23
6.4519862e+01 2.1830103e-23
6.4666105e+01 2.1742170e-23
6.4812680e+01 2.1654675e-23
6.4959588e+01 2.1567617e-23
6.5106828e+01 2.1480994e-23
6.5254402e+01 2.1394804e-23
6.5402310e+01 2.1309046e-23
6.5550554e+01 2.1223717e-23
6.5699134e+01 2.1138816e-23
6.5848050e+01 2.1054341e-23
6.5997304e+01 2.0970290e-23
6.6146897e+01 2.0886662e-23
6.6296828e+01 2.0803454e-23
6.6447099e+01 2.0720666e-23
6.6597711e+01 2.0638294e-23
6.6748665e+01 2.0556338e-23
6.6899960e+01 2.0474795e-23
6.7051599e+01 2.0393664e-23
6.7203581e+01 2.0312943e-23
6.7355907e+01 2.0232631e-23
6.7508579e+01 2.0152726e-23
6.7661597e+01 2.0073225e-23
6.7814962e+01 1.9994128e-23
6.7968674e+01 1.9915432e-23
6.8122735e+01 1.9837137e-23
6.8277145e+01 1.9759239e-23
6.8431905e+01 1.9681739e-23
6.8587015e+01 1.9604633e-23
6.8742478e+01 1.9527920e-23
6.8898292e+01 1.9451599e-23
6.9054460e+01 1.9375669e-23
6.9210982e+01 1.9300126e-23
6.9367859e+01 1.9224970e-23
6.9525091e+01 1.9150200e-23
6.9682680e+01 1.9075813e-23
6.9840626e+01 1.9001807e-23
6.9998929e+01 1.8928183e-23
7.0157592e+01 1.8854937e-23
7.0316614e+01 1.8782068e-23
7.0475997e+01 1.8709574e-23
7.0635741e+01 1.8637455e-23
7.0795847e+01 1.8565708e-23
7.0956316e+01 1.8494332e-23
7.1117149e+01 1.8423326e-23
7.1278346e+01 1.8352687e-23
7.1439908e+01 1.8282414e-23
7.1601837e+01 1.8212507e-23
7.1764133e+01 1.8142962e-23
7.1926797e+01 1.8073779e-23
7.2089829e+01 1.8004957e-23
7.2253231e+01 1.7936493e-23
7.2417004e+01 1.7868386e-23
7.2581147e+01 1.7800636e-23
7.2745663e+01 1.7733239e-23
7.2910551e+01 1.7666195e-23
7.3075813e+01 1.7599503e-23
7.3241450e+01 1.7533160e-23
7.3407463e+01 1.7467166e-23
7.3573851e+01 1.7401518e-23
7.3740617e+01 1.7336217e-23
7.3907761e+01 1.7271259e-23
7.4075283e+01 1.7206644e-23
7.4243185e+01 1.7142370e-23
7.4411468e+01 1.7078436e-23
7.4580133e+01 1.7014840e-23
7.4749179e+01 1.6951581e-23
7.4918609e+01 1.6888658e-23
7.5088423e+01 1.6826069e-23
7.5258621e+01 1.6763813e-23
7.5429206e+01 1.6701888e-23
7.5600177e+01 1.6640293e-23
7.5771536e+01 1.6579027e-23
7.5943283e+01 1.6518088e-23
7.6115419e+01 1.6457476e-23
7.6287946e+01 1.6397187e-23
7.6460863e+01 1.6337222e-23
7.6634173e+01 1.6277579e-23
7.6807875e+01 1.6218256e-23
7.6981971e+01 1.6159253e-23
7.7156462e+01 1.6100567e-23
7.7331348e+01 1.6042198e-23
7.7506631e+01 1.5984145e-23
7.7682311e+01 1.5926405e-23
7.7858389e+01 1.5868978e-23
7.8034866e+01 1.5811862e-23
7.8211743e+01 1.5755056e-23
7.8389021e+01 1.5698559e-23
7.8566701e+01 1.5642369e-23
7.8744784e+01 1.5586486e-23
7.8923271e+01 1.5530907e-23
7.9102161e+01 1.5475632e-23
7.9281458e+01 1.5420660e-23
7.9461161e+01 1.5365988e-23
7.9641271e+01 1.5311617e-23
7.9821789e+01 1.5257544e-23
8.0002717e+01 1.5203768e-23
8.0184054e+01 1.5150289e-23
8.0365803e+01 1.5097104e-23
8.0547964e+01 1.5044214e-23
8.0730537e+01 1.4991615e-23
8.0913525e+01 1.4939308e-23
8.1096927e+01 1.4887291e-23
8.1280745e+01 1.4835562e-23
8.1464979e+01 1.4784122e-23
8.1649631e+01 1.4732967e-23
8.1834702e+01 1.4682098e-23
8.2020192e+01 1.4631513e-23
8.2206103e+01 1.4581211e-23
8.2392434e+01 1.4531190e-23
8.2579189e+01 1.4481450e-23
8.2766366e+01 1.4431989e-23
8.2953968e+01 1.4382806e-23
8.3141995e+01 1.4333900e-23
8.3330449e+01 1.4285270e-23
8.3519329e+01 1.4236914e-23
8.3708638e+01 1.4188832e-23
8.3898375e+01 1.4141023e-23
8.4088543e+01 1.4093484e-23
8.4279142e+01 1.4046216e-23
8.4470173e+01 1.3999216e-23
8.4661636e+01 1.3952485e-23
8.4853534e+01 1.3906020e-23
8.5045867e+01 1.3859820e-23
8.5238636e+01 1.3813885e-23
8.5431841e+01 1.3768213e-23
8.5625485e+01 1.3722804e-23
8.5819567e+01 1.3677655e-23
8.6014090e+01 1.3632767e-23
8.6209053e+01 1.3588138e-23
8.6404458e+01 1.3543766e-23
8.6600306e+01 1.3499651e-23
8.6796598e+01 1.3455791e-23
8.6993335e+01 1.3412187e-23
8.7190518e+01 1.3368835e-23
8.7388148e+01 1.3325736e-23
8.7586226e+01 1.3282889e-23
8.7784753e+01 1.3240291e-23
8.7983729e+01 1.3197943e-23
8.8183157e+01 1.3155843e-23
8.8383037e+01 1.3113990e-23
8.8583370e+01 1.3072383e-23
8.8784157e+01 1.3031022e-23
8.8985399e+01 1.2989904e-23
8.9187097e+01 1.2949029e-23
8.9389252e+01 1.2908395e-23
8.9591866e+01 1.2868003e-23
8.9794939e+01 1.2827850e-23
8.9998472e+01 1.2787937e-23
9.0202466e+01 1.2748261e-23
9.0406923e+01 1.2708821e-23
9.0611843e+01 1.2669618e-23
9.0817228e+01 1.2630649e-23
9.1023079e+01 1.2591914e-23
9.1229395e+01 1.2553411e-23
9.1436180e+01 1.2515140e-23
9.1643433e+01 1.2477100e-23
9.1851156e+01 1.2439290e-23
9.2059350e+01 1.2401708e-23
9.2268016e+01 1.2364354e-23
9.2477155e+01 1.2327227e-23
9.2686767e+01 1.2290325e-23
9.2896855e+01 1.2253648e-23
9.3107419e+01 1.2217195e-23
9.3318461e+01 1.2180965e-23
9.3529980e+01 1.2144957e-23
9.3741979e+01 1.2109169e-23
9.3954459e+01 1.2073602e-23
9.4167420e+01 1.2038253e-23
9.4380864e+01 1.2003123e-23
9.4594792e+01 1.1968209e-23
9.4809205e+01 1.1933511e-23
9.5024104e+01 1.1899029e-23
9.5239489e+01 1.1864761e-23
9.5455363e+01 1.1830706e-23
9.5671727e+01 1.1796864e-23
9.5888580e+01 1.1763232e-23
9.6105926e+01 1.1729812e-23
9.6323764e+01 1.1696600e-23
9.6542095e+01 1.1663598e-23
9.6760922e+01 1.1630803e-23
9.6980244e+01 1.1598214e-23
9.7200064e+01 1.1565832e-23
9.7420382e+01 1.1533654e-23
9.7641199e+01 1.1501681e-23
9.7862517e+01 1.1469910e-23
9.8084336e+01 1.1438342e-23
9.8306659e+01 1.1406975e-23
9.8529485e+01 1.1375808e-23
9.8752816e+01 1.1344841e-23
9.8976653e+01 1.1314073e-23
9.9200998e+01 1.1283502e-23
9.9425852e+01 1.1253128e-23
9.9651215e+01 1.1222949e-23
9.9877088e+01 1.1192966e-23
1.0010347e+02 1.1163177e-23
1.0033037e+02 1.1133581e-23
1.0055779e+02 1.1104178e-23
1.0078571e+02 1.1074966e-23
1.0101416e+02 1.1045945e-23
1.0124312e+02 1.1017113e-23
1.0147261e+02 1.0988470e-23
1.0170261e+02 1.0960016e-23
1.0193313e+02 1.0931748e-23
1.0216418e+02 1.0903667e-23
1.0239575e+02 1.0875771e-23
1.0262784e+02 1.0848060e-23
1.0286046e+02 1.0820533e-23
1.0309361e+02 1.0793188e-23
1.0332729e+02 1.0766026e-23
1.0356149e+02 1.0739045e-23
1.0379623e+02 1.0712244e-23
1.0403150e+02 1.0685623e-23
1.0426730e+02 1.0659180e-23
1.0450364e+02 1.0632915e-23
1.0474051e+02 1.0606828e-23
1.0497792e+02 1.0580916e-23
1.0521587e+02 1.0555180e-23
1.0545435e+02 1.0529618e-23
1.0569338e+02 1.0504231e-23
1.0593295e+02 1.0479016e-23
1.0617306e+02 1.0453973e-23
1.0641372e+02 1.0429101e-23
1.0665492e+02 1.0404400e-23
1.0689667e+02 1.0379869e-23
1.0713897e+02 1.0355506e-23
1.0738181e+02 1.0331312e-23
1.0762521e+02 1.0307285e-23
1.0786916e+02 1.0283424e-23
1.0811366e+02 1.0259729e-23
1.0835871e+02 1.0236199e-23
1.0860432e+02 1.0212833e-23
1.0885049e+02 1.0189630e-23
1.0909722e+02 1.0166589e-23
1.0934450e+02 1.0143711e-23
1.0959235e+02 1.0120993e-23
1.0984075e+02 1.0098435e-23
1.1008972e+02 1.0076037e-23
1.1033926e+02 1.0053798e-23
1.1058936e+02 1.0031716e-23
1.1084002e+02 1.0009791e-23
1.1109126e+02 9.9880230e-24
1.1134306e+02 9.9664102e-24
1.1159544e+02 9.9449521e-24
1.1184839e+02 9.9236481e-24
1.1210191e+02 9.9024973e-24
1.1235600e+02 9.8814990e-24
1.1261067e+02 9.8606525e-24
1.1286592e+02 9.8399569e-24
1.1312175e+02 9.8194116e-24
1.1337815e+02 9.7990158e-24
1.1363514e+02 9.7787687e-24
1.1389271e+02 9.7586697e-24
1.1415087e+02 9.7387179e-24
1.1440961e+02 9.7189127e-24
1.1466893e+02 9.6992533e-24
1.1492885e+02 9.6797389e-24
1.1518935e+02 9.6603689e-24
1.1545044e+02 9.6411426e-24
1.1571213e+02 9.6220591e-24
1.1597440e+02 9.6031178e-24
1.1623728e+02 9.5843179e-24
1.1650075e+02 9.5656588e-24
1.1676481e+02 9.5471398e-24
1.1702948e+02 9.5287600e-24
1.1729474e+02 9.5105188e-24
1.1756060e+02 9.4924155e-24
1.1782707e+02 9.4744494e-24
1.1809414e+02 9.4566198e-24
1.1836182e+02 9.4389260e-24
1.1863011e+02 9.4213673e-24
1.1889900e+02 9.4039429e-24
1.1916850e+02 9.3866523e-24
1.1943861e+02 9.3694947e-24
1.1970934e+02 9.3524694e-24
1.1998068e+02 9.3355757e-24
1.2025263e+02 9.3188130e-24
1.2052520e+02 9.3021805e-24
1.2079839e+02 9.2856776e-24
1.2107219e+02 9.2693037e-24
1.2134662e+02 9.2530580e-24
1.2162167e+02 9.2369399e-24
1.2189734e+02 9.2209486e-24
1.2217364e+02 9.2050836e-24
1.2245057e+02 9.1893442e-24
1.2272812e+02 9.1737297e-24
1.2300630e+02 9.1582394e-24
1.2328511e+02 9.1428727e-24
1.2356455e+02 9.1276290e-24
1.2384463e+02 9.1125076e-24
1.2412534e+02 9.0975077e-24
1.2440669e+02 9.0826289e-24
1.2468868e+02 9.0678705e-24
1.2497130e+02 9.0532317e-24
1.2525457e+02 9.0387120e-24
1.2553847e+02 9.0243107e-24
1.2582302e+02 9.0100273e-24
1.2610822e+02 8.9958609e-24
1.2639406e+02 8.9818112e-24
1.2668055e+02 8.9678773e-24
1.2696769e+02 8.9540587e-24
1.2725548e+02 8.9403548e-24
1.2754393e+02 8.9267649e-24
1.2783302e+02 8.9132884e-24
1.2812277e+02 8.8999247e-24
1.2841318e+02 8.8866733e-24
1.2870425e+02 8.8735334e-24
1.2899598e+02 8.8605045e-24
1.2928836e+02 8.8475859e-24
1.2958142e+02 8.8347772e-24
1.2987513e+02 8.8220776e-24
1.3016951e+02 8.8094866e-24
1.3046456e+02 8.7970035e-24
1.3076028e+02 8.7846279e-24
1.3105666e+02 8.7723590e-24
1.3135372e+02 8.7601964e-24
1.3165145e+02 8.7481394e-24
1.3194986e+02 8.7361874e-24
1.3224894e+02 8.7243399e-24
1.3254870e+02 8.7125963e-24
1.3284915e+02 8.7009560e-24
1.3315027e+02 8.6894185e-24
1.3345207e+02 8.6779831e-24
1.3375456e+02 8.6666493e-24
1.3405773e+02 8.6554166e-24
1.3436159e+02 8.6442844e-24
1.3466614e+02 8.6332521e-24
1.3497138e+02 8.6223191e-24
1.3527732e+02 8.6114850e-24
1.3558394e+02 8.6007491e-24
1.3589126e+02 8.5901109e-24
1.3619928e+02 8.5795699e-24
1.3650800e+02 8.5691255e-24
1.3681741e+02 8.5587772e-24
1.3712753e+02 8.5485245e-24
1.3743835e+02 8.5383667e-24
1.3774987e+02 8.5283034e-24
1.3806210e+02 8.5183341e-24
1.3837504e+02 8.5084582e-24
1.3868868e+02 8.4986751e-24
1.3900304e+02 8.4889845e-24
1.3931811e+02 8.4793857e-24
1.3963390e+02 8.4698782e-24
1.3995040e+02 8.4604615e-24
1.4026761e+02 8.4511351e-24
1.4058555e+02 8.4418985e-24
1.4090421e+02 8.4327512e-24
1.4122359e+02 8.4236927e-24
1.4154369e+02 8.4147224e-24
1.4186452e+02 8.4058399e-24
1.4218608e+02 8.3970447e-24
1.4250836e+02 8.3883363e-24
1.4283138e+02 8.3797142e-24
1.4315513e+02 8.3711779e-24
1.4347961e+02 8.3627269e-24
1.4380482e+02 8.3543607e-24
1.4413078e+02 8.3460789e-24
1.4445747e+02 8.3378809e-24
1.4478491e+02 8.3297663e-24
1.4511308e+02 8.3217347e-24
1.4544200e+02 8.3137855e-24
1.4577167e+02 8.3059183e-24
1.4610208e+02 8.2981326e-24
1.4643324e+02 8.2904279e-24
1.4676515e+02 8.2828039e-24
1.4709782e+02 8.2752599e-24
1.4743123e+02 8.2677957e-24
1.4776541e+02 8.2604106e-24
1.4810034e+02 8.2531044e-24
1.4843603e+02 8.2458764e-24
1.4877248e+02 8.2387264e-24
1.4910970e+02 8.2316537e-24
1.4944768e+02 8.2246581e-24
1.4978642e+02 8.2177390e-24
1.5012593e+02 8.2108961e-24
1.5046621e+02 8.2041288e-24
1.5080727e+02 8.1974368e-24
1.5114909e+02 8.1908196e-24
1.5149170e+02 8.1842768e-24
1.5183507e+02 8.1778080e-24
1.5217923e+02 8.1714128e-24
1.5252417e+02 8.1650907e-24
1.5286988e+02 8.1588414e-24
1.5321638e+02 8.1526643e-24
1.5356367e+02 8.1465592e-24
1.5391175e+02 8.1405256e-24
1.5426061e+02 8.1345631e-24
1.5461026e+02 8.1286712e-24
1.5496071e+02 8.1228497e-24
1.5531195e+02 8.1170981e-24
1.5566399e+02 8.1114159e-24
1.5601682e+02 8.1058029e-24
1.5637046e+02 8.1002586e-24
1.5672489e+02 8.0947826e-24
1.5708013e+02 8.0893746e-24
1.5743618e+02 8.0840342e-24
1.5779303e+02 8.0787609e-24
1.5815069e+02 8.0735544e-24
1.5850916e+02 8.0684144e-24
1.5886844e+02 8.0633405e-24
1.5922854e+02 8.0583322e-24
1.5958946e+02 8.0533893e-24
1.5995119e+02 8.0485113e-24
1.6031374e+02 8.0436979e-24
1.6067712e+02 8.0389488e-24
1.6104131e+02 8.0342636e-24
1.6140634e+02 8.0296419e-24
1.6177219e+02 8.0250833e-24
1.6213887e+02 8.0205876e-24
1.6250638e+02 8.0161543e-24
1.6287472e+02 8.0117832e-24
1.6324390e+02 8.0074739e-24
1.6361392e+02 8.0032260e-24
1.6398477e+02 7.9990393e-24
1.6435647e+02 7.9949133e-24
1.6472900e+02 7.9908477e-24
1.6510239e+02 7.9868423e-24
1.6547661e+02 7.9828966e-24
1.6585169e+02 7.9790104e-24
1.6622762e+02 7.9751834e-24
1.6660440e+02 7.9714151e-24
1.6698203e+02 7.9677053e-24
1.6736052e+02 7.9640537e-24
1.6773986e+02 7.9604600e-24
1.6812007e+02 7.9569238e-24
1.6850114e+02 7.9534448e-24
1.6888307e+02 7.9500228e-24
1.6926587e+02 7.9466574e-24
1.6964953e+02 7.9433484e-24
1.7003407e+02 7.9400953e-24
1.7041948e+02 7.9368980e-24
1.7080576e+02 7.9337561e-24
1.7119291e+02 7.9306693e-24
1.7158095e+02 7.9276374e-24
1.7196986e+02 7.9246600e-24
1.7235965e+02 7.9217369e-24
1.7275033e+02 7.9188678e-24
1.7314189e+02 7.9160523e-24
1.7353435e+02 7.9132903e-24
1.7392769e+02 7.9105815e-24
1.7432192e+02 7.9079255e-24
1.7471704e+02 7.9053220e-24
1.7511306e+02 7.9027709e-24
1.7550998e+02 7.9002719e-24
1.7590780e+02 7.8978246e-24
1.7630652e+02 7.8954289e-24
1.7670615e+02 7.8930844e-24
1.7710668e+02 7.8907909e-24
1.7750811e+02 7.8885482e-24
1.7791046e+02 7.8863559e-24
1.7831372e+02 7.8842139e-24
1.7871790e+02 7.8821218e-24
1.7912299e+02 7.8800794e-24
1.7952899e+02 7.8780866e-24
1.7993592e+02 7.8761429e-24
1.8034377e+02 7.8742483e-24
1.8075255e+02 7.8724024e-24
1.8116225e+02 7.8706050e-24
1.8157288e+02 7.8688558e-24
1.8198444e+02 7.8671547e-24
1.8239693e+02 7.8655015e-24
1.8281036e+02 7.8638957e-24
1.8322473e+02 7.8623374e-24
1.8364003e+02 7.8608261e-24
1.8405628e+02 7.8593617e-24
1.8447347e+02 7.8579440e-24
1.8489161e+02 7.8565727e-24
1.8531069e+02 7.8552477e-24
1.8573072e+02 7.8539686e-24
1.8615171e+02 7.8527354e-24
1.8657365e+02 7.8515477e-24
1.8699654e+02 7.8504054e-24
1.8742040e+02 7.8493083e-24
1.8784521e+02 7.8482561e-24
1.8827099e+02 7.8472487e-24
1.8869774e+02 7.8462858e-24
1.8912545e+02 7.8453672e-24
1.8955413e+02 7.8444928e-24
1.8998378e+02 7.8436624e-24
1.9041440e+02 7.8428756e-24
1.9084600e+02 7.8421325e-24
1.9127858e+02 7.8414327e-24
1.9171214e+02 7.8407760e-24
1.9214669e+02 7.8401624e-24
1.9258222e+02 7.8395916e-24
1.9301873e+02 7.8390633e-24
1.9345624e+02 7.8385775e-24
1.9389473e+02 7.8381340e-24
1.9433422e+02 7.8377325e-24
1.9477471e+02 7.8373729e-24
1.9521619e+02 7.8370550e-24
1.9565868e+02 7.8367786e-24
1.9610217e+02 7.8365437e-24
1.9654666e+02 7.8363499e-24
1.9699216e+02 7.8361972e-24
1.9743867e+02 7.8360853e-24
1.9788620e+02 7.8360141e-24
1.9833473e+02 7.8359835e-24
1.9878429e+02 7.8359932e-24
1.9923486e+02 7.8360431e-24
1.9968646e+02 7.8361332e-24
2.0013907e+02 7.8362631e-24
2.0059272e+02 7.8364327e-24
2.0104739e+02 7.8366419e-24
2.0150309e+02 7.8368906e-24
2.0195983e+02 7.8371786e-24
2.0241760e+02 7.8375057e-24
2.0287641e+02 7.8378718e-24
2.0333626e+02 7.8382767e-24
2.0379715e+02 7.8387204e-24
2.0425908e+02 7.8392026e-24
2.0472207e+02 7.8397232e-24
2.0518610e+02 7.8402822e-24
2.0565118e+02 7.8408792e-24
2.0611732e+02 7.8415143e-24
2.0658451e+02 7.8421873e-24
2.0705277e+02 7.8428980e-24
2.0752208e+02 7.8436464e-24
2.0799246e+02 7.8444322e-24
2.0846391e+02 7.8452554e-24
2.0893642e+02 7.8461158e-24
2.0941000e+02 7.8470133e-24
2.0988466e+02 7.8479478e-24
2.1036040e+02 7.8489192e-24
2.1083721e+02 7.8499273e-24
2.1131510e+02 7.8509721e-24
2.1179408e+02 7.8520534e-24
2.1227414e+02 7.8531710e-24
2.1275529e+02 7.8543249e-24
2.1323753e+02 7.8555150e-24
2.1372086e+02 7.8567412e-24
2.1420529e+02 7.8580033e-24
2.1469082e+02 7.8593013e-24
2.1517745e+02 7.8606349e-24
2.1566518e+02 7.8620042e-24
2.1615401e+02 7.8634090e-24
2.1664396e+02 7.8648493e-24
2.1713501e+02 7.8663248e-24
2.1762718e+02 7.8678356e-24
2.1812046e+02 7.8693815e-24
2.1861486e+02 7.8709624e-24
2.1911039e+02 7.8725782e-24
2.1960703e+02 7.8742289e-24
2.2010480e+02 7.8759143e-24
2.2060370e+02 7.8776344e-24
2.2110373e+02 7.8793890e-24
2.2160489e+02 7.8811781e-24
2.2210719e+02 7.8830015e-24
2.2261063e+02 7.8848593e-24
2.2311521e+02 7.8867512e-24
2.2362093e+02 7.8886773e-24
2.2412780e+02 7.8906374e-24
2.2463582e+02 7.8926315e-24
2.2514499e+02 7.8946594e-24
2.2565531e+02 7.8967212e-24
2.2616679e+02 7.8988166e-24
2.2667943e+02 7.9009458e-24
2.2719323e+02 7.9031084e-24
2.2770820e+02 7.9053046e-24
2.2822433e+02 7.9075342e-24
2.2874164e+02 7.9097972e-24
2.2926011e+02 7.9120934e-24
2.2977976e+02 7.9144229e-24
2.3030059e+02 7.9167855e-24
2.3082260e+02 7.9191811e-24
2.3134580e+02 7.9216098e-24
2.3187017e+02 7.9240715e-24
2.3239574e+02 7.9265660e-24
2.3292250e+02 7.9290933e-24
2.3345045e+02 7.9316534e-24
2.3397960e+02 7.9342462e-24
2.3450995e+02 7.9368716e-24
2.3504150e+02 7.9395297e-24
2.3557425e+02 7.9422202e-24
2.3610822e+02 7.9449433e-24
2.3664339e+02 7.9476987e-24
2.3717978e+02 7.9504865e-24
2.3771738e+02 7.9533066e-24
2.3825620e+02 7.9561590e-24
2.3879624e+02 7.9590436e-24
2.3933751e+02 7.9619604e-24
2.3988000e+02 7.9649093e-24
2.4042372e+02 7.9678902e-24
2.4096868e+02 7.9709032e-24
2.4151487e+02 7.9739481e-24
2.4206230e+02 7.9770250e-24
2.4261097e+02 7.9801338e-24
2.4316088e+02 7.9832744e-24
2.4371204e+02 7.9864468e-24
2.4426445e+02 7.9896510e-24
2.4481811e+02 7.9928870e-24
2.4537302e+02 7.9961546e-24
2.4592919e+02 7.9994539e-24
2.4648663e+02 8.0027848e-24
2.4704533e+02 8.0061473e-24
2.4760529e+02 8.0095414e-24
2.4816652e+02 8.0129670e-24
2.4872903e+02 8.0164240e-24
2.4929281e+02 8.0199126e-24
2.4985787e+02 8.0234325e-24
2.5042420e+02 8.0269839e-24
2.5099183e+02 8.0305666e-24
2.5156074e+02 8.0341807e-24
2.5213093e+02 8.0378261e-24
2.5270243e+02 8.0415028e-24
2.5327521e+02 8.0452107e-24
2.5384930e+02 8.0489499e-24
2.5442468e+02 8.0527204e-24
2.5500137e+02 8.0565220e-24
2.5557937e+02 8.0603548e-24
2.5615868e+02 8.0642188e-24
2.5673930e+02 8.0681139e-24
2.5732123e+02 8.0720402e-24
2.5790449e+02 8.0759975e-24
2.5848907e+02 8.0799860e-24
2.5907497e+02 8.0840055e-24
2.5966220e+02 8.0880561e-24
2.6025076e+02 8.0921377e-24
2.6084066e+02 8.0962504e-24
2.6143189e+02 8.1003941e-24
2.6202446e+02 8.1045688e-24
2.6261838e+02 8.1087745e-24
2.6321364e+02 8.1130112e-24
2.6381025e+02 8.1172789e-24
2.6440822e+02 8.1215775e-24
2.6500754e+02 8.1259072e-24
2.6560821e+02 8.1302678e-24
2.6621025e+02 8.1346593e-24
2.6681366e+02 8.1390818e-24
2.6741843e+02 8.1435352e-24
2.6802457e+02 8.1480196e-24
2.6863209e+02 8.1525350e-24
2.6924098e+02 8.1570812e-24
2.6985125e+02 8.1616585e-24
2.7046291e+02 8.1662666e-24
2.7107595e+02 8.1709057e-24
2.7169039e+02 8.1755757e-24
2.7230621e+02 8.1802767e-24
2.7292343e+02 8.1850086e-24
2.7354205e+02 8.1897715e-24
2.7416208e+02 8.1945653e-24
2.7478350e+02 8.1993901e-24
2.7540634e+02 8.2042458e-24
2.7603059e+02 8.2091325e-24
2.7665625e+02 8.2140502e-24
2.7728333e+02 8.2189989e-24
2.7791183e+02 8.2239786e-24
2.7854176e+02 8.2289892e-24
2.7917312e+02 8.2340309e-24
2.7980590e+02 8.2391036e-24
2.8044012e+02 8.2442074e-24
2.8107578e+02 8.2493422e-24
2.8171288e+02 8.2545080e-24
2.8235142e+02 8.2597049e-24
2.8299141e+02 8.2649329e-24
2.8363285e+02 8.2701920e-24
2.8427575e+02 8.2754823e-24
2.8492010e+02 8.2808036e-24
2.8556591e+02 8.2861561e-24
2.8621319e+02 8.2915398e-24
2.8686193e+02 8.2969546e-24
2.8751214e+02 8.3024007e-24
2.8816383e+02 8.3078779e-24
2.8881700e+02 8.3133865e-24
2.8947164e+02 8.3189262e-24
2.9012777e+02 8.3244973e-24
2.9078539e+02 8.3300996e-24
2.9144449e+02 8.3357333e-24
2.9210510e+02 8.3413984e-24
2.9276719e+02 8.3470948e-24
2.9343079e+02 8.3528226e-24
2.9409590e+02 8.3585818e-24
2.9476251e+02 8.3643724e-24
2.9543063e+02 8.3701946e-24
2.9610026e+02 8.3760482e-24
2.9677142e+02 8.3819334e-24
2.9744409e+02 8.3878501e-24
2.9811829e+02 8.3937983e-24
2.9879402e+02 8.3997782e-24
2.9947128e+02 8.4057898e-24
3.0015007e+02 8.4118330e-24
