## @file 
# Early ALIGO (2015) ASD
1.8998700e+01 2.3748164e-22
1.9041764e+01 2.3640944e-22
1.9084925e+01 2.3534209e-22
1.9128183e+01 2.3427958e-22
1.9171540e+01 2.3322189e-22
1.9214995e+01 2.3216898e-22
1.9258549e+01 2.3112084e-22
1.9302201e+01 2.3007745e-22
1.9345952e+01 2.2903879e-22
1.9389802e+01 2.2800483e-22
1.9433752e+01 2.2697555e-22
1.9477802e+01 2.2595093e-22
1.9521951e+01 2.2493095e-22
1.9566200e+01 2.2391560e-22
1.9610550e+01 2.2290484e-22
1.9655000e+01 2.2189866e-22
1.9699551e+01 2.2089703e-22
1.9744203e+01 2.1989994e-22
1.9788956e+01 2.1890737e-22
1.9833810e+01 2.1791929e-22
1.9878766e+01 2.1693569e-22
1.9923825e+01 2.1595654e-22
1.9968985e+01 2.1498183e-22
2.0014247e+01 2.1401153e-22
2.0059612e+01 2.1304562e-22
2.0105080e+01 2.1208409e-22
2.0150652e+01 2.1112692e-22
2.0196326e+01 2.1017407e-22
2.0242104e+01 2.0922555e-22
2.0287985e+01 2.0828132e-22
2.0333971e+01 2.0734136e-22
2.0380061e+01 2.0640566e-22
2.0426255e+01 2.0547420e-22
2.0472554e+01 2.0454696e-22
2.0518958e+01 2.0362392e-22
2.0565467e+01 2.0270505e-22
2.0612082e+01 2.0179035e-22
2.0658802e+01 2.0087979e-22
2.0705628e+01 1.9997336e-22
2.0752561e+01 1.9907103e-22
2.0799599e+01 1.9817278e-22
2.0846745e+01 1.9727861e-22
2.0893997e+01 1.9638848e-22
2.0941356e+01 1.9550238e-22
2.0988823e+01 1.9462030e-22
2.1036397e+01 1.9374221e-22
2.1084079e+01 1.9286810e-22
2.1131869e+01 1.9199795e-22
2.1179767e+01 1.9113174e-22
2.1227774e+01 1.9026945e-22
2.1275890e+01 1.8941106e-22
2.1324115e+01 1.8855657e-22
2.1372449e+01 1.8770594e-22
2.1420893e+01 1.8685917e-22
2.1469446e+01 1.8601623e-22
2.1518110e+01 1.8517711e-22
2.1566884e+01 1.8434179e-22
2.1615768e+01 1.8351025e-22
2.1664764e+01 1.8268248e-22
2.1713870e+01 1.8185846e-22
2.1763087e+01 1.8103817e-22
2.1812417e+01 1.8022159e-22
2.1861858e+01 1.7940872e-22
2.1911411e+01 1.7859952e-22
2.1961076e+01 1.7779399e-22
2.2010854e+01 1.7699211e-22
2.2060745e+01 1.7619386e-22
2.2110749e+01 1.7539923e-22
2.2160866e+01 1.7460819e-22
2.2211097e+01 1.7382074e-22
2.2261441e+01 1.7303686e-22
2.2311900e+01 1.7225652e-22
2.2362473e+01 1.7147972e-22
2.2413161e+01 1.7070644e-22
2.2463963e+01 1.6993666e-22
2.2514881e+01 1.6917037e-22
2.2565914e+01 1.6840755e-22
2.2617063e+01 1.6764819e-22
2.2668328e+01 1.6689226e-22
2.2719709e+01 1.6613976e-22
2.2771207e+01 1.6539067e-22
2.2822821e+01 1.6464497e-22
2.2874552e+01 1.6390265e-22
2.2926401e+01 1.6316369e-22
2.2978367e+01 1.6242808e-22
2.3030450e+01 1.6169580e-22
2.3082652e+01 1.6096684e-22
2.3134972e+01 1.6024118e-22
2.3187411e+01 1.5951881e-22
2.3239969e+01 1.5879971e-22
2.3292645e+01 1.5808387e-22
2.3345442e+01 1.5737127e-22
2.3398357e+01 1.5666190e-22
2.3451393e+01 1.5595574e-22
2.3504549e+01 1.5525279e-22
2.3557825e+01 1.5455302e-22
2.3611223e+01 1.5385642e-22
2.3664741e+01 1.5316297e-22
2.3718380e+01 1.5247267e-22
2.3772142e+01 1.5178549e-22
2.3826025e+01 1.5110143e-22
2.3880030e+01 1.5042047e-22
2.3934157e+01 1.4974259e-22
2.3988407e+01 1.4906779e-22
2.4042781e+01 1.4839604e-22
2.4097277e+01 1.4772734e-22
2.4151897e+01 1.4706166e-22
2.4206641e+01 1.4639901e-22
2.4261508e+01 1.4573935e-22
2.4316501e+01 1.4508269e-22
2.4371617e+01 1.4442900e-22
2.4426859e+01 1.4377828e-22
2.4482226e+01 1.4313050e-22
2.4537719e+01 1.4248566e-22
2.4593337e+01 1.4184374e-22
2.4649081e+01 1.4120473e-22
2.4704952e+01 1.4056862e-22
2.4760949e+01 1.3993538e-22
2.4817074e+01 1.3930502e-22
2.4873325e+01 1.3867752e-22
2.4929704e+01 1.3805286e-22
2.4986211e+01 1.3743103e-22
2.5042846e+01 1.3681202e-22
2.5099609e+01 1.3619582e-22
2.5156501e+01 1.3558241e-22
2.5213522e+01 1.3497178e-22
2.5270672e+01 1.3436392e-22
2.5327951e+01 1.3375881e-22
2.5385361e+01 1.3315645e-22
2.5442900e+01 1.3255682e-22
2.5500570e+01 1.3195991e-22
2.5558371e+01 1.3136570e-22
2.5616303e+01 1.3077418e-22
2.5674366e+01 1.3018535e-22
2.5732560e+01 1.2959919e-22
2.5790887e+01 1.2901569e-22
2.5849346e+01 1.2843483e-22
2.5907937e+01 1.2785660e-22
2.5966661e+01 1.2728100e-22
2.6025518e+01 1.2670801e-22
2.6084509e+01 1.2613761e-22
2.6143633e+01 1.2556980e-22
2.6202891e+01 1.2500457e-22
2.6262284e+01 1.2444190e-22
2.6321811e+01 1.2388178e-22
2.6381473e+01 1.2332420e-22
2.6441271e+01 1.2276915e-22
2.6501204e+01 1.2221662e-22
2.6561272e+01 1.2166660e-22
2.6621477e+01 1.2111906e-22
2.6681819e+01 1.2057402e-22
2.6742297e+01 1.2003144e-22
2.6802912e+01 1.1949133e-22
2.6863665e+01 1.1895366e-22
2.6924555e+01 1.1841844e-22
2.6985584e+01 1.1788564e-22
2.7046750e+01 1.1735526e-22
2.7108056e+01 1.1682728e-22
2.7169500e+01 1.1630171e-22
2.7231084e+01 1.1577851e-22
2.7292807e+01 1.1525769e-22
2.7354670e+01 1.1473923e-22
2.7416673e+01 1.1422313e-22
2.7478817e+01 1.1370936e-22
2.7541102e+01 1.1319793e-22
2.7603527e+01 1.1268882e-22
2.7666095e+01 1.1218202e-22
2.7728804e+01 1.1167752e-22
2.7791655e+01 1.1117531e-22
2.7854649e+01 1.1067537e-22
2.7917786e+01 1.1017771e-22
2.7981065e+01 1.0968230e-22
2.8044488e+01 1.0918915e-22
2.8108055e+01 1.0869823e-22
2.8171766e+01 1.0820954e-22
2.8235622e+01 1.0772307e-22
2.8299622e+01 1.0723881e-22
2.8363767e+01 1.0675674e-22
2.8428057e+01 1.0627687e-22
2.8492494e+01 1.0579917e-22
2.8557076e+01 1.0532364e-22
2.8621805e+01 1.0485027e-22
2.8686680e+01 1.0437905e-22
2.8751703e+01 1.0390997e-22
2.8816873e+01 1.0344302e-22
2.8882190e+01 1.0297819e-22
2.8947656e+01 1.0251547e-22
2.9013270e+01 1.0205485e-22
2.9079033e+01 1.0159633e-22
2.9144944e+01 1.0113988e-22
2.9211006e+01 1.0068551e-22
2.9277216e+01 1.0023321e-22
2.9343577e+01 9.9782954e-23
2.9410089e+01 9.9334747e-23
2.9476751e+01 9.8888576e-23
2.9543564e+01 9.8444432e-23
2.9610529e+01 9.8002306e-23
2.9677646e+01 9.7562189e-23
2.9744914e+01 9.7124072e-23
2.9812335e+01 9.6687945e-23
2.9879909e+01 9.6253799e-23
2.9947636e+01 9.5821627e-23
3.0015517e+01 9.5391418e-23
3.0083552e+01 9.4963165e-23
3.0151740e+01 9.4536858e-23
3.0220084e+01 9.4112488e-23
3.0288582e+01 9.3690048e-23
3.0357235e+01 9.3269527e-23
3.0426044e+01 9.2850918e-23
3.0495009e+01 9.2434212e-23
3.0564130e+01 9.2019400e-23
3.0633408e+01 9.1606474e-23
3.0702844e+01 9.1195425e-23
3.0772436e+01 9.0786246e-23
3.0842186e+01 9.0378927e-23
3.0912094e+01 8.9973460e-23
3.0982161e+01 8.9569837e-23
3.1052387e+01 8.9168049e-23
3.1122771e+01 8.8768089e-23
3.1193315e+01 8.8369948e-23
3.1264020e+01 8.7973618e-23
3.1334884e+01 8.7579091e-23
3.1405909e+01 8.7186358e-23
3.1477095e+01 8.6795412e-23
3.1548442e+01 8.6406244e-23
3.1619951e+01 8.6018847e-23
3.1691623e+01 8.5633213e-23
3.1763456e+01 8.5249334e-23
3.1835453e+01 8.4867201e-23
3.1907612e+01 8.4486807e-23
3.1979936e+01 8.4108145e-23
3.2052423e+01 8.3731206e-23
3.2125074e+01 8.3355982e-23
3.2197890e+01 8.2982467e-23
3.2270871e+01 8.2610652e-23
3.2344018e+01 8.2240530e-23
3.2417330e+01 8.1872092e-23
3.2490809e+01 8.1505332e-23
3.2564454e+01 8.1140243e-23
3.2638266e+01 8.0776815e-23
3.2712245e+01 8.0415043e-23
3.2786392e+01 8.0054918e-23
3.2860707e+01 7.9696433e-23
3.2935191e+01 7.9339582e-23
3.3009843e+01 7.8984355e-23
3.3084665e+01 7.8630747e-23
3.3159656e+01 7.8278750e-23
3.3234817e+01 7.7928357e-23
3.3310148e+01 7.7579560e-23
3.3385651e+01 7.7232353e-23
3.3461324e+01 7.6886728e-23
3.3537169e+01 7.6542678e-23
3.3613186e+01 7.6200196e-23
3.3689375e+01 7.5859275e-23
3.3765737e+01 7.5519908e-23
3.3842272e+01 7.5182088e-23
3.3918980e+01 7.4845808e-23
3.3995862e+01 7.4511062e-23
3.4072919e+01 7.4177842e-23
3.4150150e+01 7.3846141e-23
3.4227556e+01 7.3515954e-23
3.4305138e+01 7.3187272e-23
3.4382895e+01 7.2860089e-23
3.4460829e+01 7.2534399e-23
3.4538940e+01 7.2210195e-23
3.4617227e+01 7.1887469e-23
3.4695692e+01 7.1566217e-23
3.4774335e+01 7.1246430e-23
3.4853156e+01 7.0928102e-23
3.4932155e+01 7.0611227e-23
3.5011334e+01 7.0295799e-23
3.5090692e+01 6.9981810e-23
3.5170230e+01 6.9669255e-23
3.5249949e+01 6.9358127e-23
3.5329848e+01 6.9048419e-23
3.5409928e+01 6.8740126e-23
3.5490190e+01 6.8433240e-23
3.5570633e+01 6.8127756e-23
3.5651259e+01 6.7823667e-23
3.5732068e+01 6.7520967e-23
3.5813060e+01 6.7219650e-23
3.5894235e+01 6.6919710e-23
3.5975595e+01 6.6621141e-23
3.6057139e+01 6.6323935e-23
3.6138867e+01 6.6028088e-23
3.6220781e+01 6.5733593e-23
3.6302881e+01 6.5440444e-23
3.6385167e+01 6.5148636e-23
3.6467639e+01 6.4858161e-23
3.6550298e+01 6.4569015e-23
3.6633144e+01 6.4281190e-23
3.6716179e+01 6.3994683e-23
3.6799401e+01 6.3709485e-23
3.6882812e+01 6.3425592e-23
3.6966413e+01 6.3142998e-23
3.7050202e+01 6.2861697e-23
3.7134182e+01 6.2581683e-23
3.7218352e+01 6.2302950e-23
3.7302713e+01 6.2025493e-23
3.7387265e+01 6.1749307e-23
3.7472008e+01 6.1474384e-23
3.7556944e+01 6.1200720e-23
3.7642072e+01 6.0928309e-23
3.7727393e+01 6.0657146e-23
3.7812908e+01 6.0387224e-23
3.7898616e+01 6.0118539e-23
3.7984519e+01 5.9851084e-23
3.8070616e+01 5.9584855e-23
3.8156909e+01 5.9319846e-23
3.8243397e+01 5.9056051e-23
3.8330081e+01 5.8793466e-23
3.8416962e+01 5.8532084e-23
3.8504039e+01 5.8271900e-23
3.8591314e+01 5.8012909e-23
3.8678787e+01 5.7755105e-23
3.8766458e+01 5.7498484e-23
3.8854328e+01 5.7243040e-23
3.8942397e+01 5.6988767e-23
3.9030665e+01 5.6735662e-23
3.9119134e+01 5.6483717e-23
3.9207803e+01 5.6232929e-23
3.9296673e+01 5.5983291e-23
3.9385745e+01 5.5734800e-23
3.9475018e+01 5.5487449e-23
3.9564494e+01 5.5241234e-23
3.9654172e+01 5.4996150e-23
3.9744054e+01 5.4752191e-23
3.9834140e+01 5.4509353e-23
3.9924430e+01 5.4267631e-23
4.0014924e+01 5.4027019e-23
4.0105624e+01 5.3787513e-23
4.0196529e+01 5.3549107e-23
4.0287640e+01 5.3311798e-23
4.0378958e+01 5.3075579e-23
4.0470483e+01 5.2840447e-23
4.0562215e+01 5.2606396e-23
4.0654155e+01 5.2373422e-23
4.0746303e+01 5.2141519e-23
4.0838661e+01 5.1910683e-23
4.0931227e+01 5.1680909e-23
4.1024004e+01 5.1452193e-23
4.1116991e+01 5.1224530e-23
4.1210188e+01 5.0997915e-23
4.1303597e+01 5.0772343e-23
4.1397218e+01 5.0547810e-23
4.1491050e+01 5.0324312e-23
4.1585096e+01 5.0101843e-23
4.1679354e+01 4.9880399e-23
4.1773827e+01 4.9659975e-23
4.1868513e+01 4.9440568e-23
4.1963414e+01 4.9222171e-23
4.2058530e+01 4.9004782e-23
4.2153862e+01 4.8788396e-23
4.2249410e+01 4.8573007e-23
4.2345174e+01 4.8358612e-23
4.2441155e+01 4.8145207e-23
4.2537354e+01 4.7932786e-23
4.2633771e+01 4.7721345e-23
4.2730407e+01 4.7510881e-23
4.2827262e+01 4.7301389e-23
4.2924336e+01 4.7092864e-23
4.3021630e+01 4.6885302e-23
4.3119145e+01 4.6678699e-23
4.3216880e+01 4.6473051e-23
4.3314838e+01 4.6268353e-23
4.3413017e+01 4.6064602e-23
4.3511419e+01 4.5861792e-23
4.3610044e+01 4.5659921e-23
4.3708892e+01 4.5458983e-23
4.3807965e+01 4.5258975e-23
4.3907262e+01 4.5059892e-23
4.4006784e+01 4.4861731e-23
4.4106531e+01 4.4664487e-23
4.4206505e+01 4.4468157e-23
4.4306706e+01 4.4272735e-23
4.4407133e+01 4.4078219e-23
4.4507788e+01 4.3884604e-23
4.4608672e+01 4.3691887e-23
4.4709784e+01 4.3500062e-23
4.4811125e+01 4.3309127e-23
4.4912696e+01 4.3119077e-23
4.5014497e+01 4.2929909e-23
4.5116528e+01 4.2741619e-23
4.5218792e+01 4.2554202e-23
4.5321286e+01 4.2367655e-23
4.5424014e+01 4.2181974e-23
4.5526974e+01 4.1997155e-23
4.5630167e+01 4.1813195e-23
4.5733594e+01 4.1630089e-23
4.5837256e+01 4.1447834e-23
4.5941153e+01 4.1266427e-23
4.6045285e+01 4.1085862e-23
4.6149653e+01 4.0906137e-23
4.6254258e+01 4.0727249e-23
4.6359100e+01 4.0549192e-23
4.6464180e+01 4.0371964e-23
4.6569498e+01 4.0195562e-23
4.6675054e+01 4.0019980e-23
4.6780850e+01 3.9845216e-23
4.6886885e+01 3.9671267e-23
4.6993161e+01 3.9498128e-23
4.7099678e+01 3.9325795e-23
4.7206436e+01 3.9154267e-23
4.7313436e+01 3.8983538e-23
4.7420679e+01 3.8813605e-23
4.7528165e+01 3.8644466e-23
4.7635894e+01 3.8476116e-23
4.7743868e+01 3.8308552e-23
4.7852086e+01 3.8141770e-23
4.7960550e+01 3.7975767e-23
4.8069259e+01 3.7810540e-23
4.8178215e+01 3.7646085e-23
4.8287418e+01 3.7482400e-23
4.8396868e+01 3.7319479e-23
4.8506567e+01 3.7157321e-23
4.8616514e+01 3.6995921e-23
4.8726710e+01 3.6835277e-23
4.8837156e+01 3.6675385e-23
4.8947853e+01 3.6516242e-23
4.9058800e+01 3.6357844e-23
4.9169999e+01 3.6200189e-23
4.9281450e+01 3.6043273e-23
4.9393153e+01 3.5887092e-23
4.9505110e+01 3.5731645e-23
4.9617320e+01 3.5576926e-23
4.9729785e+01 3.5422934e-23
4.9842505e+01 3.5269665e-23
4.9955480e+01 3.5117115e-23
5.0068711e+01 3.4965283e-23
5.0182199e+01 3.4814164e-23
5.0295944e+01 3.4663755e-23
5.0409947e+01 3.4514054e-23
5.0524209e+01 3.4365057e-23
5.0638729e+01 3.4216762e-23
5.0753509e+01 3.4069164e-23
5.0868549e+01 3.3922262e-23
5.0983850e+01 3.3776051e-23
5.1099412e+01 3.3630530e-23
5.1215237e+01 3.3485695e-23
5.1331323e+01 3.3341543e-23
5.1447673e+01 3.3198071e-23
5.1564287e+01 3.3055276e-23
5.1681164e+01 3.2913155e-23
5.1798307e+01 3.2771705e-23
